,Accessibility_Support,CreationDate,EditDate,GlobalID,Instructions,OBJECTID,Outside_FID,Same_Day_Results,State,Wheelchair_Accessible,agency,agencytype,agencyurl,appt_only,bulk_upload,call_first,comments,county,data_source,drive_through,end_date,facility_type,facilityid,filter,fine_print,fulladdr,health_dept_url,minimum_age_vaccine,municipality,name,numvehicles,offers_vaccine,operhours,phone,public_form,red_flag,referral_required,services_offered_onsite,start_date,status,take_home_test,test_processing,testcapacity,type_of_test,vaccine_url,vehicle_required,virtual_screening,vol_note
28,Unknown,1970-01-01T00:00:00Z,2021-01-15T02:10:09.558Z,e118e233-7b1a-46de-b133-bb40a043c29a,"You can use the online assesment tool: https://coronavirus.providence.org/ak-updates , click the tool icon to begin the assesment. Or get a referal from PCP Those who fall in these categories and have mild symptoms should contact their health care provider by phone to discuss the need for testing.",1223.0,,,AK,Unknown,,Private,https://alaska.providence.org/locations/p/psmcc,Yes,,Yes,https://covid19.alaska.gov/,Kenai Peninsula,,No,1970-01-01T00:00:00Z,Medical Center,AK,,,"417 1st Ave., Seward, 99664",http://dhss.alaska.gov/Pages/default.aspx,,Seward,Providence Seward Medical Center,,Yes,24/7,907-224-5205,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,http://dhss.alaska.gov/dph/epi/id/pages/COVID-19/vaccine.aspx,,Available,
29,Unknown,1970-01-01T00:00:00Z,2021-01-15T02:10:10.286Z,26aee665-c698-47a6-b49b-8ce97dc287fa,Call for appointment. This service can give you a referral to be screened if PCP referral is required and you meet all parameters of symptoms and / or CDC classification.,1232.0,,,AK,Unknown,Providence,Non Profit,http://dhss.alaska.gov/dph/Nursing/Pages/Valdez-Public-Health-Center.aspx,Yes,,Yes,https://covid19.alaska.gov/,Valdez-Cordova,,No,1970-01-01T00:00:00Z,Clinic,AK,,,"1001 Meals Ave., Valdez, 99686",http://dhss.alaska.gov/Pages/default.aspx,,Valdez,Valdez Public Health Center,,Yes,"M-F 8AM - 4:30PM, Closed 12-1PM",907-835-4612,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,http://dhss.alaska.gov/dph/epi/id/pages/COVID-19/vaccine.aspx,,No,
30,Unknown,1970-01-01T00:00:00Z,2021-02-03T03:01:57.396Z,fc389156-9112-4e8a-86af-0301cfcfa510,"As a helpful first step, we've created a free screening tool based on the CDC guidelines to provide you the most appropriate care recommendations.",1296.0,,,IL,Unknown,BJC HealthCare,Private,https://www.altonmemorialhospital.org/,Yes,,Yes,,Madison,,No,1970-01-01T00:00:00Z,Hospital,IL,,,"6 Memorial Drive, Alton, IL 62002",https://www.dph.illinois.gov/covid19,,Alton,Alton Memorial Hospital,,Yes,Call Ahead,618-463-7311,no,,Yes,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.bjc.org/coronavirus/Covid-19-Vaccines,,Available,
31,Unknown,1970-01-01T00:00:00Z,2021-01-18T03:41:24.210Z,2a763193-c808-47f7-a78c-503fbbde67fd,"Testing is based on many factors, including the severity of symptoms, other existing illnesses or conditions, possible exposure, and other criteria. VA health facilities have been testing Veterans who meet the testing criteria provided by the CDC. There’s no charge for testing.",1367.0,,,MO,Unknown,Veterans Affairs,VA,https://www.va.gov/coronavirus-veteran-frequently-asked-questions/?utm_source=VA%20Alert&utm_medium=Banner&utm_campaign=CORONAVIRUS&utm_content=FAQ,Yes,1,Yes,"If you have a fever, coughing, and shortness of breath, call your VA medical center before going to a clinic, urgent care, or emergency room. You can also send your doctor a secure message through My HealtheVet.",St. Louis City,Coders Against COVID,No,1970-01-01T00:00:00Z,Medical Center,1367,,,"915 North Grand Boulevard, St. Louis, MO 63106",https://www.stlouis-mo.gov/government/departments/health/communicable-disease/covid-19/,,St. Louis,VA Medical Center: John Cochran Division,,Yes,Call Ahead,(314) 652-4100,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,<Null>,
32,Unknown,1970-01-01T00:00:00Z,2021-01-29T22:22:12.843Z,aba21182-a691-46da-8827-25acd43f5d33,Book an appointment online. Your insurance and billing information is gathered at the time that you make your COVID-19 testing appointment.,1562.0,,No,WA,Unknown,UW Medicine,School,https://www.uwmedicine.org/coronavirus/testing,Yes,,,UW Medicine offers drive-up and walk-up testing for new and returning patients at Harborview Medical Center and UW Medical Center – Northwest for the coronavirus (SARS-CoV-2) that causes COVID-19. This nasal swab test will determine if you are currently infected with COVID-19.,King,,Yes,1970-01-01T00:00:00Z,Outdoor,WA,,,"319 Terry Ave, Seattle, WA 98104",https://www.doh.wa.gov/Emergencies/Coronavirus,,Seattle,Harborview Medical Center,,Yes,8:30 am - 3:15 pm,206-744-3000,no,,No,testing only,1970-01-01T00:00:00Z,Open,No,more than one,,molecular and antibody,https://www.uwmedicine.org/coronavirus/vaccine,No,Required,
33,Unknown,2020-03-28T18:18:26.904Z,2021-01-18T03:41:24.210Z,cdebcb32-955f-4c5c-81f7-ddfbb5a467f4,,1676.0,,,MT,Unknown,Dept. of Veterans Affairs,VA,https://www.montana.va.gov/,Yes,,No,VA Eligible Patients Only,Missoula,,No,1970-01-01T00:00:00Z,Other,,,,"2687 Palmer St suite c, Missoula, MT 59808",https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt,,Missoula,Missoula VAMC,,Yes,9-5 Weekdays,(406) 493-3700,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
34,Unknown,2020-03-28T18:38:28.410Z,2021-01-18T03:41:24.210Z,4862c7e1-126b-45b1-b211-26591fc6c331,,1678.0,,,MT,Unknown,Dept. of Veterans Affairs,VA,https://www.montana.va.gov,Yes,,Yes,VA eligible patients only,Ravalli,,No,1970-01-01T00:00:00Z,Clinic,,,,"299 Fairgrounds Rd, Hamilton, MT 59840",https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt,,Hamilton,Hamilton VA Clinic,,Yes,9-5 Weekdays,(406) 363-3352,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
35,Unknown,2020-03-29T02:43:03.682Z,2021-01-30T01:58:35.488Z,8823ad5b-7530-4ca7-981a-b37922606035,Call Hotline(970-641-7660) between 8am-6pm and those at highest risk will receive instructions for a screening at the drive-in screening center. Tests available for symptomatic general public.,1767.0,,,CO,Unknown,,,https://www.gunnisonvalleyhealth.org/COVID-19.aspx,Yes,,,north entrance of hospital,Gunnison,,No,1970-01-01T00:00:00Z,Clinic,,,,"711 N. Taylor Street, Gunnison, CO 81230",https://www.gunnisoncounty.org/152/3331/Clinical-Services,,Gunnison,Gunnison Public Health,,Yes,Monday - Saturday starting at 9am,970-641-7660,no,,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://covid19.gunnisoncounty.org/vaccine/,,,Updated info from CDPHE Batch Update 5/2/2020 - Message me if you have questions- Amanda Drinkard
36,Unknown,2020-03-29T04:58:42.881Z,2021-02-05T01:34:14.340Z,3451882e-0d5c-4723-8b8d-499b7ff0824f,"At San Antonio Regional Hospital, at this time, limited testing for coronavirus, also known as COVID-19, may be available to those with mild to moderate respiratory illness who are over age 65 and have a history of lung, heart, liver, or kidney disease, or who are immunocompromised. Testing requires a physician’s order.",1787.0,,,CA,Unknown,,,https://www.sarh.org/San_Antonio_Regional_Hospital_CDC_COVID-19_Screening_Guidelines/,Yes,,Yes,,San Bernardino,https://sbcovid19.com/vaccine/locations/,No,1970-01-01T00:00:00Z,Hospital,,,,"999 San Bernardino Rd, Upland, CA 91786",https://www.cdph.ca.gov/,,Upland,San Antonio Regional Hospital,,Yes,,909-985- 2811,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://sbcovid19.com/vaccine/locations/,,,
37,Unknown,2020-03-29T05:20:06.712Z,2021-01-18T03:41:24.210Z,13944a32-5692-4ad1-b5eb-383c5ce46cbc,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. Call ahead to make an appointment.",1789.0,,,CA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,"If you’re a Veteran seeking medical care, call your VA health facility if you have symptoms of the virus. Or sign in to My HealtheVet and send a secure message. You may be able to get diagnosed and receive care through VA telehealth without having to come in at all.",San Bernardino,,No,1970-01-01T00:00:00Z,Hospital,,,,"26001 Redlands Blvd., Redlands, CA 92373",http://wp.sbcounty.gov/dph/,,Redlands,VA Loma  Ambulatory Care Center,,Yes,M-F 8 am to 4:30 pm,909-825-7084,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,No,
38,Unknown,2020-03-29T06:01:31.998Z,2021-01-18T03:41:24.210Z,3349c25d-61f7-4b19-9cfb-856a8652f6a8,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. Call ahead to make an appointment.",1790.0,,,CA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,,San Bernardino,,No,1970-01-01T00:00:00Z,Other,,,,"11201 Benton Street, Loma Linda, CA 92357",https://www.cdph.ca.gov/,,Loma Linda,Loma Linda VA,,Yes,,(909) 825-7084,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
39,Unknown,2020-03-29T06:07:30.589Z,2021-01-18T03:41:24.210Z,bb5d9570-038d-4863-b4a9-2a94cd5a6f9c,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. Call ahead to make an appointment.",1792.0,,,CA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,,San Bernardino,,No,1970-01-01T00:00:00Z,Other,,,,"8599 Haven Ave., STE 102, Rancho Cucamonga, CA 91730",https://www.cdph.ca.gov/,,Rancho Cucamonga,Rancho Cucamonga VA,,Yes,,(909) 946-5348,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
40,Unknown,2020-03-29T06:12:27.926Z,2021-01-18T03:41:24.210Z,a03882ee-2d89-44a8-a30f-958cbd8359fd,"Any Veteran with symptoms such as fever, cough or shortness of breath should immediately contact their local VA facility. VA urges Veterans to call before visiting.",1793.0,,,CA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,,San Bernardino,,No,1970-01-01T00:00:00Z,Other,,,,"12138 Industrial Blvd., Victorville, CA 92395",https://www.cdph.ca.gov/,,Victorville,Victorville VA,,Yes,,(760) 951-2599,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
41,Unknown,2020-03-29T06:23:55.702Z,2021-01-18T03:41:24.210Z,96a758f9-f394-43ac-af87-1dde248c0bde,"Any Veteran with symptoms such as fever, cough or shortness of breath should immediately contact this VA facility. VA urges Veterans to call before visiting.",1794.0,,,PA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,,York,,No,1970-01-01T00:00:00Z,Clinic,,,,"2251 Eastern Blvd, York, PA 17402",https://www.health.pa.gov/Pages/default.aspx,,York,York VA Community Clinic,,Yes,,(717) 840-2730,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
42,Unknown,2020-03-29T06:29:03.495Z,2021-01-18T03:41:24.210Z,f416ac04-4c64-4751-bd61-b36fc437c84b,"Any Veteran with symptoms such as fever, cough or shortness of breath should immediately contact this VA facility. VA urges Veterans to call before visiting.",1795.0,,,PA,Unknown,VA,VA,https://www.publichealth.va.gov/n-coronavirus/,Yes,,Yes,,Adams,,No,1970-01-01T00:00:00Z,Other,,,,"117 Baltimore St #201-A, Gettysburg, PA 17325",https://www.health.pa.gov/Pages/default.aspx,,Gettysburg,Adams County VA,,Yes,,(717) 337-9835,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
43,Unknown,2020-03-29T18:11:20.677Z,2021-01-26T00:58:32.913Z,02a90d8d-fffe-45ad-9991-3fbd155b296c,"Do you think you have COVID-19 or want to be tested? Book a virtual visit to be seen by a provider. We can complete your visit virtually and have you drive to our location where we will come out to your car to take a swab. Virtual visits, by law, are covered by most insurances. Co-pay/deductibles/co-insurance, etc still apply.

Concerned you may need an in-person visit? If we cannot complete your visit virtually, we can convert your virtual visit to an in-person visit at any of our locations.",1844.0,,,CA,Unknown,Priority Urgent Care,Private,https://www.priority661.com/coronavirus-covid-19-information.html,Yes,,Yes,"For details about vaccination eligibility, please visit <a href=""https://kernpublichealth.com/covid-19-vaccine-schedule/"" target=""_blank"">https://kernpublichealth.com/covid-19-vaccine-schedule/</a>.",Kern,,No,1970-01-01T00:00:00Z,Urgent Care,,,,"2509 Mt Vernon Ave #107 Bakersfield, CA 93306",https://kernpublichealth.com/2019-novel-coronavirus/,,Bakersfield,Priority Urgent Care,,Yes,Mon-Frid: 8am-8pm  Sat-Sun: 8am-5pm,(661) 556-4777,no,,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.solvhealth.com/,,,
44,Unknown,2020-03-29T21:29:40.879Z,2021-01-29T22:22:12.843Z,c6ae146d-2e9b-466b-8f6b-ebd2fad96f87,"Beginning Wednesday, April 15th, individuals over the age of five AND who have symptoms will be registered for drive-through testing. To find out if you should be tested call the WhidbeyHealth Coronavirus Hotline at 360-240-4055 during noted hours. At the drive-up facility, the medical team will take a sample nasal swab, which will then be sent to one of the approved off-island testing laboratories. Turn-around times for test results are reliably less than 24 hours; often sooner.",1903.0,,,WA,Unknown,WhidbeyHealth,Other,http://whidbeyhealth.org/,Yes,,Yes,"If you are symptomatic, you may be eligible for testing at WhidbeyHealth Medical Center.
How do you know when to call? In the past 48 hours have you had any of the following symptoms?:

Fever (>100 F) or possible fever symptoms/alternating shivering and sweating
New cough
New shortness of breath or trouble breathing, severe wheezing
New muscle aches
New fatigue or tiredness
Sore throat
Diarrhea
New loss of smell or taste/or change in taste
If you've been exposed to COVID-19",Island,WhidbeyHealth PR,Yes,1970-01-01T00:00:00Z,Medical Center,,,,"101 N. Main St. Coupeville, WA 98239",https://www.islandcountywa.gov/Pages/Home.aspx,,Coupeville,Whidbey Health Medical Center,,Yes,"Hotline: Monday - Thursday 8am to 4pm, Fridays 8am to 12pm; Swab Station:  Monday, Wednesday and Thursday 930am to 5pm",360 240 4055,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://whidbeyhealth.org/,,No,
45,Unknown,2020-03-30T04:10:15.039Z,2021-01-18T03:41:24.210Z,c374a515-daec-4bcc-b7bf-415c44000807,No walk ins,2013.0,,,CA,Unknown,Veterans Affairs,VA,https://www.va.gov/find-locations/facility/vha_691GM,Yes,,Yes,,Ventura,,No,1970-01-01T00:00:00Z,Clinic,,,,"1690 Universe Circle, Oxnard, CA 93033",https://www.cdph.ca.gov/,,Oxnard,Oxnard Community Based Outpatient Clinic,,Yes,"8am - 4:30pm, weekdays",805 204 9135,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
46,Unknown,2020-03-30T04:55:28.133Z,2021-02-06T23:48:06.777Z,5275b4f4-5f69-4c32-b110-d223aea0acae,,2020.0,19,Yes,MA,NA,UMass Memorial Marlborough Hospital,School,https://www.umassmemorialhealthcare.org/marlborough-hospital/physicians/covid-19-call-ahead-testing-resources-marlborough-hospital,Yes,,Yes,"Testing employees and patients (no one under 12 years). Patients who present with no order will be screened by Marlborough Hospital caregivers and if they meet criteria, they will be tested. For the safety of our patients and our staff, we ask that all patients keep their windows rolled up and bring a mobile phone to the testing site when they arrive.",Middlesex,,Yes,1970-01-01T00:00:00Z,Hospital,19,11,,"157 Union Street, Marlborough, MA",https://www.mass.gov/info-details/covid-19-updates-and-information,,Marlborough,UMass Memorial Marlborough Hospital,,Yes,"Monday-Friday 9 am - 4 pm, Saturday 9 am - 1 pm",(508) 481 5000,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://bit.ly/361gNvq,Yes,,"Updated location, instructions, hours based on https://www.umassmemorialhealthcare.org/marlborough-hospital/physicians/covid-19-testing-tent-resources-marlborough-hospital and https://www.umassmemorialhealthcare.org/sites/umass-memorial-hospital/files/Documents/Emergency_Documents/COVID-19%20Testing%20for%20Ambulatory%20Patients%20UMMHC%20V10%205_20.pdf."
47,Unknown,2020-03-30T12:25:59.010Z,2021-02-05T20:47:06.316Z,fde9662f-d6d0-403b-85ce-67dfc8bcadab,"If you do not have a doctor or your doctor is not available, call the Genesis On-demand COVID-19 Virtual Screening Telemedicine Clinic at (740) 297-8610.
• Patient registration will be required; co-pays will be waived.
• Testing will be ordered if appropriate.",2024.0,,,OH,Unknown,Genesis Healthcare System,Private,https://www.genesishcs.org/covid-19/genesis-on-demand-covid-19-virtual-screening-telemedicine-clinic/,Yes,,Yes,Call or go to the website to make a vaccination appointment.  You must meet the current eligibility criteria for an appointment.,Muskingum,,No,1970-01-01T00:00:00Z,Hospital,,,,"2951 Maple Avenue, Zanesville, OH",https://odh.ohio.gov/wps/portal/gov/odh/home,,Zanesville,Genesis Hospital,,Yes,,(740) 297-8610,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://ghs-vaccine-signup.azurewebsites.net/,,,
48,Unknown,2020-03-30T16:16:16.298Z,2021-01-29T22:22:12.843Z,4fa33497-6792-4497-9223-b245c53f67d9,"OBHMC is currently testing
individuals who fall into the ‘high-risk’ categories. These include those needing to be admitted
to the hospital and those at the highest risk of spreading the virus to others. ",2124.0,,,WA,Unknown,,,https://www.oceanbeachhospital.com/covid19/,Yes,,Yes,"If you have symptoms, call 360-642 3181 and follow the instructions given to you.",Pacific,,No,1970-01-01T00:00:00Z,,,,,"174 1st Ave. N, Ilwaco, WA 98624",http://pacificcountyhealthdepartment.com/covid-19/,,Ilwaco,Ocean Beach Hospital,,Yes,,360-642-3181,no,,,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.oceanbeachhospital.com/covid19/,,Available,
